,주가,거래량,OBV,기관_순매수누적,외국인_순매수누적,유로,달러,엔화,위안,소비자심리지수,자동차판매,예상종가
20101013_01,252000,362308,20683133,-128703,1825458,1567.83,1121,1368.24,167.97,113.22,81.27,260000
20101013_02,256750,362308,20683133,-128703,1825458,1567.83,1121,1368.24,167.97,113.22,81.27,260000
20101013_03,261500,362308,20683133,-128703,1825458,1567.83,1121,1368.24,167.97,113.22,81.27,260000
20101014_01,253000,352146,21035279,-131733,1823849,1563.18,1111,1369.07,166.89,113.36,81.35,256000
20101014_02,256500,352146,21035279,-131733,1823849,1563.18,1111,1369.07,166.89,113.36,81.35,256000
20101014_03,260000,352146,21035279,-131733,1823849,1563.18,1111,1369.07,166.89,113.36,81.35,256000
20101015_01,252000,442320,20592959,-147625,1819007,1568.07,1112.5,1370.41,167.38,113.47,81.42,260000
20101015_02,255750,442320,20592959,-147625,1819007,1568.07,1112.5,1370.41,167.38,113.47,81.42,260000
20101015_03,259500,442320,20592959,-147625,1819007,1568.07,1112.5,1370.41,167.38,113.47,81.42,260000
20101018_01,242500,350232,20242727,-156107,1806666,1552.52,1119.5,1378.02,168.5,113.55,81.47,254000
20101018_02,249250,350232,20242727,-156107,1806666,1552.52,1119.5,1378.02,168.5,113.55,81.47,254000
20101018_03,256000,350232,20242727,-156107,1806666,1552.52,1119.5,1378.02,168.5,113.55,81.47,254000
20101019_01,243000,347787,20590514,-176575,1830172,1569.57,1127,1385.2,169.58,113.59,81.5,243500
20101019_02,245500,347787,20590514,-176575,1830172,1569.57,1127,1385.2,169.58,113.59,81.5,243500
20101019_03,248000,347787,20590514,-176575,1830172,1569.57,1127,1385.2,169.58,113.59,81.5,243500
20101020_01,238000,311516,20902030,-175632,1838215,1559.94,1129,1390.05,169.67,113.6,81.49,244500
20101020_02,245250,311516,20902030,-175632,1838215,1559.94,1129,1390.05,169.67,113.6,81.49,244500
20101020_03,252500,311516,20902030,-175632,1838215,1559.94,1129,1390.05,169.67,113.6,81.49,244500
20101021_01,245500,280185,21182215,-184915,1848318,1582.67,1127.5,1391.29,169.63,113.59,81.44,250000
20101021_02,249500,280185,21182215,-184915,1848318,1582.67,1127.5,1391.29,169.63,113.59,81.44,250000
20101021_03,253500,280185,21182215,-184915,1848318,1582.67,1127.5,1391.29,169.63,113.59,81.44,250000
20101022_01,254500,236187,21418402,-186262,1875858,1569.46,1130,1390.26,169.74,113.57,81.34,253500
20101022_02,257250,236187,21418402,-186262,1875858,1569.46,1130,1390.26,169.74,113.57,81.34,253500
20101022_03,260000,236187,21418402,-186262,1875858,1569.46,1130,1390.26,169.74,113.57,81.34,253500
20101025_01,260000,451859,21870261,-189413,1939610,1566.19,1116,1386.16,167.59,113.55,81.2,258000
20101025_02,267000,451859,21870261,-189413,1939610,1566.19,1116,1386.16,167.59,113.55,81.2,258000
20101025_03,274000,451859,21870261,-189413,1939610,1566.19,1116,1386.16,167.59,113.55,81.2,258000
20101026_01,271000,313577,22183838,-213582,1976358,1561.34,1119,1380.63,167.87,113.51,81.02,271500
20101026_02,276250,313577,22183838,-213582,1976358,1561.34,1119,1380.63,167.87,113.51,81.02,271500
20101026_03,281500,313577,22183838,-213582,1976358,1561.34,1119,1380.63,167.87,113.51,81.02,271500
20101027_01,272500,346035,22529873,-232467,2019291,1561.91,1131,1380.45,169.35,113.47,80.8,277500
20101027_02,279000,346035,22529873,-232467,2019291,1561.91,1131,1380.45,169.35,113.47,80.8,277500
20101027_03,285500,346035,22529873,-232467,2019291,1561.91,1131,1380.45,169.35,113.47,80.8,277500
20101028_01,279000,216659,22313214,-256333,2042118,1555.89,1125.5,1383.7,168.21,113.43,80.56,281500
20101028_02,281250,216659,22313214,-256333,2042118,1555.89,1125.5,1383.7,168.21,113.43,80.56,281500
20101028_03,283500,216659,22313214,-256333,2042118,1555.89,1125.5,1383.7,168.21,113.43,80.56,281500
20101029_01,275500,447372,21865842,-259066,2041714,1554.86,1125,1392.5,168.47,113.37,80.3,280000
20101029_02,280500,447372,21865842,-259066,2041714,1554.86,1125,1392.5,168.47,113.37,80.3,280000
20101029_03,285500,447372,21865842,-259066,2041714,1554.86,1125,1392.5,168.47,113.37,80.3,280000
20101101_01,280000,305846,22171688,-267855,2063021,1559.89,1117,1387.75,167.17,113.32,80.03,280000
20101101_02,288000,305846,22171688,-267855,2063021,1559.89,1117,1387.75,167.17,113.32,80.03,280000
20101101_03,296000,305846,22171688,-267855,2063021,1559.89,1117,1387.75,167.17,113.32,80.03,280000
20101102_01,289000,304963,21866725,-268842,2057291,1552.83,1112.5,1380.96,166.49,113.26,79.74,295000
20101102_02,292750,304963,21866725,-268842,2057291,1552.83,1112.5,1380.96,166.49,113.26,79.74,295000
20101102_03,296500,304963,21866725,-268842,2057291,1552.83,1112.5,1380.96,166.49,113.26,79.74,295000
20101103_01,290500,227795,21638930,-282203,2074790,1552.27,1106,1371.53,165.79,113.19,79.45,292500
20101103_02,295500,227795,21638930,-282203,2074790,1552.27,1106,1371.53,165.79,113.19,79.45,292500
20101103_03,300500,227795,21638930,-282203,2074790,1552.27,1106,1371.53,165.79,113.19,79.45,292500
20101104_01,282500,417012,21221918,-297193,2037819,1569.65,1105,1364.2,165.64,113.13,79.17,292500
20101104_02,286750,417012,21221918,-297193,2037819,1569.65,1105,1364.2,165.64,113.13,79.17,292500
20101104_03,291000,417012,21221918,-297193,2037819,1569.65,1105,1364.2,165.64,113.13,79.17,292500
20101105_01,278500,337902,20884016,-320669,2065422,1571.39,1107,1372.77,166.4,113.06,78.88,283000
20101105_02,283500,337902,20884016,-320669,2065422,1571.39,1107,1372.77,166.4,113.06,78.88,283000
20101105_03,288500,337902,20884016,-320669,2065422,1571.39,1107,1372.77,166.4,113.06,78.88,283000
20101108_01,276500,244056,21128072,-327640,2070973,1555.59,1114,1371.92,166.73,112.99,78.61,282000
20101108_02,279750,244056,21128072,-327640,2070973,1555.59,1114,1371.92,166.73,112.99,78.61,282000
20101108_03,283000,244056,21128072,-327640,2070973,1555.59,1114,1371.92,166.73,112.99,78.61,282000
20101109_01,283500,284464,21412536,-342005,2078493,1541.51,1113,1376.28,167.33,112.92,78.36,283000
20101109_02,286500,284464,21412536,-342005,2078493,1541.51,1113,1376.28,167.33,112.92,78.36,283000
20101109_03,289500,284464,21412536,-342005,2078493,1541.51,1113,1376.28,167.33,112.92,78.36,283000
20101110_01,281000,318999,21731535,-342133,2083536,1534.24,1110,1359.46,167.27,112.85,78.13,285500
20101110_02,289500,318999,21731535,-342133,2083536,1534.24,1110,1359.46,167.27,112.85,78.13,285500
20101110_03,298000,318999,21731535,-342133,2083536,1534.24,1110,1359.46,167.27,112.85,78.13,285500
20101111_01,283000,531819,21199716,-303750,2028777,1525.16,1108,1348.59,167.23,112.77,77.92,297500
20101111_02,291250,531819,21199716,-303750,2028777,1525.16,1108,1348.59,167.23,112.77,77.92,297500
20101111_03,299500,531819,21199716,-303750,2028777,1525.16,1108,1348.59,167.23,112.77,77.92,297500
20101112_01,283500,506814,21706530,-330842,2066599,1538.93,1128,1376.45,169.89,112.71,77.75,283000
20101112_02,290750,506814,21706530,-330842,2066599,1538.93,1128,1376.45,169.89,112.71,77.75,283000
20101112_03,298000,506814,21706530,-330842,2066599,1538.93,1128,1376.45,169.89,112.71,77.75,283000
20101115_01,279500,186479,21520051,-328157,2067048,1549.16,1137,1370.54,171.03,112.64,77.62,286500
20101115_02,284750,186479,21520051,-328157,2067048,1549.16,1137,1370.54,171.03,112.64,77.62,286500
20101115_03,290000,186479,21520051,-328157,2067048,1549.16,1137,1370.54,171.03,112.64,77.62,286500
20101116_01,274000,336501,21183550,-327658,2054302,1534.53,1127.5,1355.66,169.71,112.57,77.54,283500
20101116_02,280250,336501,21183550,-327658,2054302,1534.53,1127.5,1355.66,169.71,112.57,77.54,283500
20101116_03,286500,336501,21183550,-327658,2054302,1534.53,1127.5,1355.66,169.71,112.57,77.54,283500
20101117_01,276000,258440,20925110,-320026,2034411,1550.26,1148,1375.18,172.68,112.51,77.5,281500
20101117_02,280000,258440,20925110,-320026,2034411,1550.26,1148,1375.18,172.68,112.51,77.5,281500
20101117_03,284000,258440,20925110,-320026,2034411,1550.26,1148,1375.18,172.68,112.51,77.5,281500
20101118_01,282000,330754,21255864,-327464,2051751,1542.24,1133,1361.62,170.77,112.45,77.56,280000
20101118_02,286750,330754,21255864,-327464,2051751,1542.24,1133,1361.62,170.77,112.45,77.56,280000
20101118_03,291500,330754,21255864,-327464,2051751,1542.24,1133,1361.62,170.77,112.45,77.56,280000
20101119_01,287000,198879,21454743,-334336,2057624,1549.13,1131,1358.56,170.3,112.39,77.77,291500
20101119_02,290750,198879,21454743,-334336,2057624,1549.13,1131,1358.56,170.3,112.39,77.77,291500
20101119_03,294500,198879,21454743,-334336,2057624,1549.13,1131,1358.56,170.3,112.39,77.77,291500
20101122_01,282000,270581,21184162,-341515,2057066,1548.39,1127,1350.83,169.78,112.33,78.13,292000
20101122_02,287750,270581,21184162,-341515,2057066,1548.39,1127,1350.83,169.78,112.33,78.13,292000
20101122_03,293500,270581,21184162,-341515,2057066,1548.39,1127,1350.83,169.78,112.33,78.13,292000
20101123_01,274000,266173,20917989,-369474,2081348,1574.7,1160,1387.06,174.58,112.27,78.62,282000
20101123_02,280000,266173,20917989,-369474,2081348,1574.7,1160,1387.06,174.58,112.27,78.62,282000
20101123_03,286000,266173,20917989,-369474,2081348,1574.7,1160,1387.06,174.58,112.27,78.62,282000
20101124_01,270500,327372,21245361,-362874,2071778,1532.67,1148.5,1383.57,172.62,112.21,79.21,276000
20101124_02,275000,327372,21245361,-362874,2071778,1532.67,1148.5,1383.57,172.62,112.21,79.21,276000
20101124_03,279500,327372,21245361,-362874,2071778,1532.67,1148.5,1383.57,172.62,112.21,79.21,276000
20101125_01,270000,227019,21018342,-373380,2073105,1518.09,1138,1363.04,171.04,112.15,79.9,276500
20101125_02,273250,227019,21018342,-373380,2073105,1518.09,1138,1363.04,171.04,112.15,79.9,276500
20101125_03,276500,227019,21018342,-373380,2073105,1518.09,1138,1363.04,171.04,112.15,79.9,276500
20101126_01,269000,192974,20825368,-363128,2074298,1530.32,1152,1373.88,172.97,112.09,80.67,272500
20101126_02,272750,192974,20825368,-363128,2074298,1530.32,1152,1373.88,172.97,112.09,80.67,272500
20101126_03,276500,192974,20825368,-363128,2074298,1530.32,1152,1373.88,172.97,112.09,80.67,272500
20101129_01,269000,157055,20982423,-361305,2077076,1528.1,1152.5,1372.51,172.93,112.02,81.49,271000
20101129_02,272000,157055,20982423,-361305,2077076,1528.1,1152.5,1372.51,172.93,112.02,81.49,271000
20101129_03,275000,157055,20982423,-361305,2077076,1528.1,1152.5,1372.51,172.93,112.02,81.49,271000
20101130_01,272500,272394,20710029,-359736,2077129,1514.89,1159.5,1379.7,173.92,111.96,82.36,275000
20101130_02,277250,272394,20710029,-359736,2077129,1514.89,1159.5,1379.7,173.92,111.96,82.36,275000
20101130_03,282000,272394,20710029,-359736,2077129,1514.89,1159.5,1379.7,173.92,111.96,82.36,275000
20101201_01,276500,241649,20951678,-343433,2083998,1500.44,1148,1369.93,172.19,111.89,83.25,275000
20101201_02,282500,241649,20951678,-343433,2083998,1500.44,1148,1369.93,172.19,111.89,83.25,275000
20101201_03,288500,241649,20951678,-343433,2083998,1500.44,1148,1369.93,172.19,111.89,83.25,275000
20101202_01,284500,294447,20657231,-329375,2084527,1512.46,1152,1370.61,173.02,111.83,84.15,288500
20101202_02,287250,294447,20657231,-329375,2084527,1512.46,1152,1370.61,173.02,111.83,84.15,288500
20101202_03,290000,294447,20657231,-329375,2084527,1512.46,1152,1370.61,173.02,111.83,84.15,288500
20101203_01,287000,283300,20940531,-324463,2109887,1506.8,1138.5,1361.19,170.91,111.76,85.04,287000
20101203_02,291750,283300,20940531,-324463,2109887,1506.8,1138.5,1361.19,170.91,111.76,85.04,287000
20101203_03,296500,283300,20940531,-324463,2109887,1506.8,1138.5,1361.19,170.91,111.76,85.04,287000
20101206_01,296000,253371,21193902,-328583,2124901,1510.69,1135,1370.44,170.61,111.69,85.9,295500
20101206_02,300000,253371,21193902,-328583,2124901,1510.69,1135,1370.44,170.61,111.69,85.9,295500
20101206_03,304000,253371,21193902,-328583,2124901,1510.69,1135,1370.44,170.61,111.69,85.9,295500
20101207_01,293000,293665,21487567,-347882,2160399,1509.52,1132,1367.98,170.36,111.62,86.73,300000
20101207_02,299750,293665,21487567,-347882,2160399,1509.52,1132,1367.98,170.36,111.62,86.73,300000
20101207_03,306500,293665,21487567,-347882,2160399,1509.52,1132,1367.98,170.36,111.62,86.73,300000
20101208_01,302000,221462,21709029,-366437,2183325,1512.02,1144,1364.02,171.85,111.55,87.49,304000
20101208_02,306750,221462,21709029,-366437,2183325,1512.02,1144,1364.02,171.85,111.55,87.49,304000
20101208_03,311500,221462,21709029,-366437,2183325,1512.02,1144,1364.02,171.85,111.55,87.49,304000
20101209_01,304000,321997,22031026,-376014,2209831,1512.59,1139,1359.03,171.16,111.48,88.18,307000
20101209_02,309000,321997,22031026,-376014,2209831,1512.59,1139,1359.03,171.16,111.48,88.18,307000
20101209_03,314000,321997,22031026,-376014,2209831,1512.59,1139,1359.03,171.16,111.48,88.18,307000
20101210_01,301000,400471,21630555,-381366,2187897,1508.79,1140,1361.68,171.45,111.4,88.78,314000
20101210_02,307500,400471,21630555,-381366,2187897,1508.79,1140,1361.68,171.45,111.4,88.78,314000
20101210_03,314000,400471,21630555,-381366,2187897,1508.79,1140,1361.68,171.45,111.4,88.78,314000
20101213_01,294000,281924,21348631,-399438,2200791,1510.77,1144,1357.54,171.75,111.33,89.26,301500
20101213_02,298250,281924,21348631,-399438,2200791,1510.77,1144,1357.54,171.75,111.33,89.26,301500
20101213_03,302500,281924,21348631,-399438,2200791,1510.77,1144,1357.54,171.75,111.33,89.26,301500
20101214_01,297000,236661,21585292,-421730,2223120,1533.96,1141,1368.93,171.42,111.25,89.62,299500
20101214_02,302000,236661,21585292,-421730,2223120,1533.96,1141,1368.93,171.42,111.25,89.62,299500
20101214_03,307000,236661,21585292,-421730,2223120,1533.96,1141,1368.93,171.42,111.25,89.62,299500
20101215_01,301000,205163,21380129,-440056,2238826,1543.9,1157,1378.2,173.81,111.17,89.84,307000
20101215_02,304000,205163,21380129,-440056,2238826,1543.9,1157,1378.2,173.81,111.17,89.84,307000
20101215_03,307000,205163,21380129,-440056,2238826,1543.9,1157,1378.2,173.81,111.17,89.84,307000
20101216_01,297500,245394,21134735,-441383,2219826,1526.17,1152,1370.12,172.95,111.09,89.9,307000
20101216_02,301250,245394,21134735,-441383,2219826,1526.17,1152,1370.12,172.95,111.09,89.9,307000
20101216_03,305000,245394,21134735,-441383,2219826,1526.17,1152,1370.12,172.95,111.09,89.9,307000
20101217_01,296500,219944,20914791,-446286,2213717,1535.92,1155,1375.33,173.33,111,89.82,299500
20101217_02,299250,219944,20914791,-446286,2213717,1535.92,1155,1375.33,173.33,111,89.82,299500
20101217_03,302000,219944,20914791,-446286,2213717,1535.92,1155,1375.33,173.33,111,89.82,299500
20101220_01,290500,265442,20649349,-445595,2209790,1519.98,1155,1377.3,173.05,110.92,89.65,298000
20101220_02,294000,265442,20649349,-445595,2209790,1519.98,1155,1377.3,173.05,110.92,89.65,298000
20101220_03,297500,265442,20649349,-445595,2209790,1519.98,1155,1377.3,173.05,110.92,89.65,298000
20101221_01,290000,336864,20312485,-468395,2193037,1519.4,1155,1379.6,173.44,110.85,89.38,297500
20101221_02,294500,336864,20312485,-468395,2193037,1519.4,1155,1379.6,173.44,110.85,89.38,297500
20101221_03,299000,336864,20312485,-468395,2193037,1519.4,1155,1379.6,173.44,110.85,89.38,297500
20101222_01,290000,295085,20607570,-467396,2195836,1512.76,1151,1375.15,173.19,110.77,89.02,290000
20101222_02,293750,295085,20607570,-467396,2195836,1512.76,1151,1375.15,173.19,110.77,89.02,290000
20101222_03,297500,295085,20607570,-467396,2195836,1512.76,1151,1375.15,173.19,110.77,89.02,290000
20101223_01,292000,235991,20371579,-473011,2185854,1507.23,1151,1386.75,173.28,110.69,88.6,297500
20101223_02,295250,235991,20371579,-473011,2185854,1507.23,1151,1386.75,173.28,110.69,88.6,297500
20101223_03,298500,235991,20371579,-473011,2185854,1507.23,1151,1386.75,173.28,110.69,88.6,297500
20101224_01,288000,207265,20164314,-472388,2177047,1511.1,1150,1387.21,173.53,110.61,88.12,294500
20101224_02,294000,207265,20164314,-472388,2177047,1511.1,1150,1387.21,173.53,110.61,88.12,294500
20101224_03,300000,207265,20164314,-472388,2177047,1511.1,1150,1387.21,173.53,110.61,88.12,294500
20101227_01,281000,284429,19879885,-487514,2181861,1512.99,1151,1390.6,173.68,110.52,87.6,289000
20101227_02,284250,284429,19879885,-487514,2181861,1512.99,1151,1390.6,173.68,110.52,87.6,289000
20101227_03,287500,284429,19879885,-487514,2181861,1512.99,1151,1390.6,173.68,110.52,87.6,289000
20101228_01,280000,228389,20108274,-485517,2183052,1520.04,1148.5,1394.15,173.4,110.44,87.04,283000
20101228_02,282750,228389,20108274,-485517,2183052,1520.04,1148.5,1394.15,173.4,110.44,87.04,283000
20101228_03,285500,228389,20108274,-485517,2183052,1520.04,1148.5,1394.15,173.4,110.44,87.04,283000
20101229_01,282000,201321,20309595,-495813,2185814,1501.04,1144,1391.73,172.75,110.35,86.45,283500
20101229_02,285500,201321,20309595,-495813,2185814,1501.04,1144,1391.73,172.75,110.35,86.45,283500
20101229_03,289000,201321,20309595,-495813,2185814,1501.04,1144,1391.73,172.75,110.35,86.45,283500
20101230_01,283500,238120,20071475,-503257,2184464,1500.85,1134,1391.24,171.71,110.26,85.85,289000
20101230_02,287500,238120,20071475,-503257,2184464,1500.85,1134,1391.24,171.71,110.26,85.85,289000
20101230_03,291500,238120,20071475,-503257,2184464,1500.85,1134,1391.24,171.71,110.26,85.85,289000
20110103_01,285000,212902,20284377,-515973,2202300,1496.25,1125,1383.42,170.71,110.16,85.25,284500
20110103_02,289750,212902,20284377,-515973,2202300,1496.25,1125,1383.42,170.71,110.16,85.25,284500
20110103_03,294500,212902,20284377,-515973,2202300,1496.25,1125,1383.42,170.71,110.16,85.25,284500
20110104_01,291000,255240,20539617,-523684,2211112,1497.1,1121,1364.08,169.73,110.06,84.66,294500
20110104_02,294250,255240,20539617,-523684,2211112,1497.1,1121,1364.08,169.73,110.06,84.66,294500
20110104_03,297500,255240,20539617,-523684,2211112,1497.1,1121,1364.08,169.73,110.06,84.66,294500
20110105_01,291000,418138,20957755,-519230,2217921,1492.15,1127,1373.39,170.29,109.95,84.08,295500
20110105_02,297750,418138,20957755,-519230,2217921,1492.15,1127,1373.39,170.29,109.95,84.08,295500
20110105_03,304500,418138,20957755,-519230,2217921,1492.15,1127,1373.39,170.29,109.95,84.08,295500
20110106_01,297000,380677,20577078,-535392,2223175,1467.26,1118,1345.69,168.75,109.84,83.55,302500
20110106_02,302000,380677,20577078,-535392,2223175,1467.26,1118,1345.69,168.75,109.84,83.55,302500
20110106_03,307000,380677,20577078,-535392,2223175,1467.26,1118,1345.69,168.75,109.84,83.55,302500
20110107_01,297500,164900,20741978,-538945,2231637,1460.22,1125.5,1346.45,169.7,109.72,83.05,301500
20110107_02,300250,164900,20741978,-538945,2231637,1460.22,1125.5,1346.45,169.7,109.72,83.05,301500
