,주가,거래량,OBV,기관_순매수누적,외국인_순매수누적,유로,달러,엔화,위안,소비자심리지수,자동차판매,예상종가
20100604_02,193750,481119,19879439,278243,1115733,1464.27,1201.8,1296.16,176,114.1,76.82,192500
20100604_03,196500,481119,19879439,278243,1115733,1464.27,1201.8,1296.16,176,114.1,76.82,192500
20100607_01,187500,442590,19436849,289179,1105758,1473.27,1234,1348.49,180.67,114.1,76.79,193000
20100607_02,189500,442590,19436849,289179,1105758,1473.27,1234,1348.49,180.67,114.1,76.79,193000
20100607_03,191500,442590,19436849,289179,1105758,1473.27,1234,1348.49,180.67,114.1,76.79,193000
20100608_01,187500,437266,19874115,297112,1091322,1473.67,1233.4,1350.49,180.56,114.1,76.77,190500
20100608_02,191000,437266,19874115,297112,1091322,1473.67,1233.4,1350.49,180.56,114.1,76.77,190500
20100608_03,194500,437266,19874115,297112,1091322,1473.67,1233.4,1350.49,180.56,114.1,76.77,190500
20100609_01,187000,503536,19370579,278975,1112411,1496.83,1253,1371.65,183.47,114.1,76.74,192500
20100609_02,191000,503536,19370579,278975,1112411,1496.83,1253,1371.65,183.47,114.1,76.74,192500
20100609_03,195000,503536,19370579,278975,1112411,1496.83,1253,1371.65,183.47,114.1,76.74,192500
20100610_01,190500,400243,19770822,283231,1114255,1505.59,1248,1367.67,182.73,114.1,76.72,192000
20100610_02,192750,400243,19770822,283231,1114255,1505.59,1248,1367.67,182.73,114.1,76.72,192000
20100610_03,195000,400243,19770822,283231,1114255,1505.59,1248,1367.67,182.73,114.1,76.72,192000
20100611_01,196000,378879,20149701,285298,1136979,1513.71,1251,1366.47,183.14,114.1,76.69,194500
20100611_02,197750,378879,20149701,285298,1136979,1513.71,1251,1366.47,183.14,114.1,76.69,194500
20100611_03,199500,378879,20149701,285298,1136979,1513.71,1251,1366.47,183.14,114.1,76.69,194500
20100614_01,195000,276478,20426179,291760,1138214,1492.3,1223.5,1329.17,179.08,114.1,76.67,198500
20100614_02,198000,276478,20426179,291760,1138214,1492.3,1223.5,1329.17,179.08,114.1,76.67,198500
20100614_03,201000,276478,20426179,291760,1138214,1492.3,1223.5,1329.17,179.08,114.1,76.67,198500
20100615_01,197000,221064,20647243,296805,1141879,1496.44,1228,1345.75,179.71,114.1,76.65,199000
20100615_02,198750,221064,20647243,296805,1141879,1496.44,1228,1345.75,179.71,114.1,76.65,199000
20100615_03,200500,221064,20647243,296805,1141879,1496.44,1228,1345.75,179.71,114.1,76.65,199000
20100616_01,201500,360893,21008136,289112,1171362,1489.43,1212,1321.7,177.37,114.1,76.63,200500
20100616_02,203250,360893,21008136,289112,1171362,1489.43,1212,1321.7,177.37,114.1,76.63,200500
20100616_03,205000,360893,21008136,289112,1171362,1489.43,1212,1321.7,177.37,114.1,76.63,200500
20100617_01,202500,372380,21380516,292778,1204339,1496.61,1213.5,1328.41,177.59,114.1,76.62,203000
20100617_02,206250,372380,21380516,292778,1204339,1496.61,1213.5,1328.41,177.59,114.1,76.62,203000
20100617_03,210000,372380,21380516,292778,1204339,1496.61,1213.5,1328.41,177.59,114.1,76.62,203000
20100618_01,206000,293435,21087081,284162,1213664,1484.28,1197,1320.46,175.25,114.1,76.61,209000
20100618_02,209000,293435,21087081,284162,1213664,1484.28,1197,1320.46,175.25,114.1,76.61,209000
20100618_03,212000,293435,21087081,284162,1213664,1484.28,1197,1320.46,175.25,114.1,76.61,209000
20100621_01,206000,281053,21368134,291705,1209226,1457.87,1174,1290.39,172.65,114.1,76.6,207500
20100621_02,208500,281053,21368134,291705,1209226,1457.87,1174,1290.39,172.65,114.1,76.6,207500
20100621_03,211000,281053,21368134,291705,1209226,1457.87,1174,1290.39,172.65,114.1,76.6,207500
20100622_01,201000,515724,20852410,308702,1165137,1457.46,1183,1304.16,173.72,114.1,76.6,209000
20100622_02,203500,515724,20852410,308702,1165137,1457.46,1183,1304.16,173.72,114.1,76.6,209000
20100622_03,206000,515724,20852410,308702,1165137,1457.46,1183,1304.16,173.72,114.1,76.6,209000
20100623_01,201000,318361,20534049,307313,1160078,1456.37,1185,1309.54,174.01,114.08,76.61,205000
20100623_02,203000,318361,20534049,307313,1160078,1456.37,1185,1309.54,174.01,114.08,76.61,205000
20100623_03,205000,318361,20534049,307313,1160078,1456.37,1185,1309.54,174.01,114.08,76.61,205000
20100624_01,199500,226505,20760554,311212,1153037,1467.85,1196,1335.57,175.6,114.04,76.64,201000
20100624_02,201750,226505,20760554,311212,1153037,1467.85,1196,1335.57,175.6,114.04,76.64,201000
20100624_03,204000,226505,20760554,311212,1153037,1467.85,1196,1335.57,175.6,114.04,76.64,201000
20100625_01,200000,290317,21050871,316827,1149552,1498.13,1217,1356.74,179.15,113.98,76.69,202000
20100625_02,203000,290317,21050871,316827,1149552,1498.13,1217,1356.74,179.15,113.98,76.69,202000
20100625_03,206000,290317,21050871,316827,1149552,1498.13,1217,1356.74,179.15,113.98,76.69,202000
20100628_01,201500,166053,20884818,320416,1145679,1489.71,1204,1347.06,177.26,113.9,76.75,204500
20100628_02,203250,166053,20884818,320416,1145679,1489.71,1204,1347.06,177.26,113.9,76.75,204500
20100628_03,205000,166053,20884818,320416,1145679,1489.71,1204,1347.06,177.26,113.9,76.75,204500
20100629_01,202000,347636,20537182,314785,1152766,1484.37,1217,1372.35,179.12,113.8,76.82,203000
20100629_02,205000,347636,20537182,314785,1152766,1484.37,1217,1372.35,179.12,113.8,76.82,203000
20100629_03,208000,347636,20537182,314785,1152766,1484.37,1217,1372.35,179.12,113.8,76.82,203000
20100630_01,199500,379709,20916891,334205,1153705,1489.01,1219,1375.38,179.58,113.69,76.91,202500
20100630_02,203250,379709,20916891,334205,1153705,1489.01,1219,1375.38,179.58,113.69,76.91,202500
20100630_03,207000,379709,20916891,334205,1153705,1489.01,1219,1375.38,179.58,113.69,76.91,202500
20100701_01,197000,559065,20357826,316829,1153084,1507.98,1227,1388.79,180.94,113.57,77,207000
20100701_02,200750,559065,20357826,316829,1153084,1507.98,1227,1388.79,180.94,113.57,77,207000
20100701_03,204500,559065,20357826,316829,1153084,1507.98,1227,1388.79,180.94,113.57,77,207000
20100702_01,190500,617848,19739978,285724,1172334,1534.61,1227,1394.32,181.18,113.43,77.11,199500
20100702_02,194250,617848,19739978,285724,1172334,1534.61,1227,1394.32,181.18,113.43,77.11,199500
20100702_03,198000,617848,19739978,285724,1172334,1534.61,1227,1394.32,181.18,113.43,77.11,199500
20100705_01,188500,250817,19489161,272177,1182860,1535.42,1225,1394.42,180.92,113.29,77.22,192000
20100705_02,191000,250817,19489161,272177,1182860,1535.42,1225,1394.42,180.92,113.29,77.22,192000
20100705_03,193500,250817,19489161,272177,1182860,1535.42,1225,1394.42,180.92,113.29,77.22,192000
20100706_01,188500,402664,19891825,265890,1204385,1534.7,1218.5,1386.87,179.77,113.14,77.35,191000
20100706_02,194250,402664,19891825,265890,1204385,1534.7,1218.5,1386.87,179.77,113.14,77.35,191000
20100706_03,200000,402664,19891825,265890,1204385,1534.7,1218.5,1386.87,179.77,113.14,77.35,191000
20100707_01,194000,208367,19683458,268142,1198375,1537.8,1223,1404.62,180.42,112.99,77.47,200000
20100707_02,196750,208367,19683458,268142,1198375,1537.8,1223,1404.62,180.42,112.99,77.47,200000
20100707_03,199500,208367,19683458,268142,1198375,1537.8,1223,1404.62,180.42,112.99,77.47,200000
20100708_01,194000,333044,19350414,262717,1195938,1529.57,1208,1371.17,178.28,112.84,77.6,198000
20100708_02,197000,333044,19350414,262717,1195938,1529.57,1208,1371.17,178.28,112.84,77.6,198000
20100708_03,200000,333044,19350414,262717,1195938,1529.57,1208,1371.17,178.28,112.84,77.6,198000
20100709_01,193000,423844,18926570,270045,1174769,1519.32,1196.5,1351.98,176.65,112.68,77.74,197500
20100709_02,195250,423844,18926570,270045,1174769,1519.32,1196.5,1351.98,176.65,112.68,77.74,197500
20100709_03,197500,423844,18926570,270045,1174769,1519.32,1196.5,1351.98,176.65,112.68,77.74,197500
20100712_01,197500,314683,19241253,273290,1181709,1514,1203.5,1354.99,177.74,112.54,77.87,196500
20100712_02,200250,314683,19241253,273290,1181709,1514,1203.5,1354.99,177.74,112.54,77.87,196500
20100712_03,203000,314683,19241253,273290,1181709,1514,1203.5,1354.99,177.74,112.54,77.87,196500
20100713_01,203000,518755,19760008,296162,1187101,1518.59,1211,1368.21,178.74,112.39,78.01,203000
20100713_02,206500,518755,19760008,296162,1187101,1518.59,1211,1368.21,178.74,112.39,78.01,203000
20100713_03,210000,518755,19760008,296162,1187101,1518.59,1211,1368.21,178.74,112.39,78.01,203000
20100714_01,207000,334931,20094939,296852,1213096,1526.21,1199,1348.71,177.05,112.26,78.14,205000
20100714_02,208500,334931,20094939,296852,1213096,1526.21,1199,1348.71,177.05,112.26,78.14,205000
20100714_03,210000,334931,20094939,296852,1213096,1526.21,1199,1348.71,177.05,112.26,78.14,205000
20100715_01,205000,222615,19872324,288430,1221058,1536.68,1201,1362.91,177.27,112.13,78.27,208000
20100715_02,207250,222615,19872324,288430,1221058,1536.68,1201,1362.91,177.27,112.13,78.27,208000
20100715_03,209500,222615,19872324,288430,1221058,1536.68,1201,1362.91,177.27,112.13,78.27,208000
20100716_01,201000,307911,19564413,285196,1218459,1555.99,1202,1380.66,177.42,112.02,78.4,207500
20100716_02,204250,307911,19564413,285196,1218459,1555.99,1202,1380.66,177.42,112.02,78.4,207500
20100716_03,207500,307911,19564413,285196,1218459,1555.99,1202,1380.66,177.42,112.02,78.4,207500
20100719_01,200000,181463,19382950,276715,1214814,1575.57,1214.5,1397.58,179.22,111.92,78.53,203000
20100719_02,201750,181463,19382950,276715,1214814,1575.57,1214.5,1397.58,179.22,111.92,78.53,203000
20100719_03,203500,181463,19382950,276715,1214814,1575.57,1214.5,1397.58,179.22,111.92,78.53,203000
20100720_01,198000,212275,19595225,270573,1215710,1568.71,1208,1390.9,178.26,111.84,78.64,200000
20100720_02,200750,212275,19595225,270573,1215710,1568.71,1208,1390.9,178.26,111.84,78.64,200000
20100720_03,203500,212275,19595225,270573,1215710,1568.71,1208,1390.9,178.26,111.84,78.64,200000
20100721_01,197500,291369,19303856,244647,1231915,1549.23,1204.5,1385.76,177.71,111.77,78.75,202000
20100721_02,200750,291369,19303856,244647,1231915,1549.23,1204.5,1385.76,177.71,111.77,78.75,202000
20100721_03,204000,291369,19303856,244647,1231915,1549.23,1204.5,1385.76,177.71,111.77,78.75,202000
20100722_01,193000,399737,18904119,221514,1238483,1544.41,1203,1388.66,177.48,111.71,78.87,200000
20100722_02,198000,399737,18904119,221514,1238483,1544.41,1203,1388.66,177.48,111.71,78.87,200000
20100722_03,203000,399737,18904119,221514,1238483,1544.41,1203,1388.66,177.48,111.71,78.87,200000
20100723_01,191500,356733,19260852,216262,1247376,1549.97,1195.5,1373.35,176.37,111.65,79,193500
20100723_02,195000,356733,19260852,216262,1247376,1549.97,1195.5,1373.35,176.37,111.65,79,193500
20100723_03,198500,356733,19260852,216262,1247376,1549.97,1195.5,1373.35,176.37,111.65,79,193500
20100726_01,195000,284886,19545738,222054,1253211,1534.64,1189,1363.84,175.34,111.59,79.14,195000
20100726_02,199000,284886,19545738,222054,1253211,1534.64,1189,1363.84,175.34,111.59,79.14,195000
20100726_03,203000,284886,19545738,222054,1253211,1534.64,1189,1363.84,175.34,111.59,79.14,195000
20100727_01,201500,328773,19874511,219523,1278952,1536.52,1181.3,1351.91,174.34,111.54,79.29,202000
20100727_02,204500,328773,19874511,219523,1278952,1536.52,1181.3,1351.91,174.34,111.54,79.29,202000
20100727_03,207500,328773,19874511,219523,1278952,1536.52,1181.3,1351.91,174.34,111.54,79.29,202000
20100728_01,201500,191419,19683092,218403,1277736,1542.39,1186,1348.03,174.92,111.49,79.44,206500
20100728_02,205000,191419,19683092,218403,1277736,1542.39,1186,1348.03,174.92,111.49,79.44,206500
20100728_03,208500,191419,19683092,218403,1277736,1542.39,1186,1348.03,174.92,111.49,79.44,206500
20100729_01,199500,235960,19919052,211505,1290597,1548.85,1184.5,1358.68,174.8,111.44,79.59,204000
20100729_02,202750,235960,19919052,211505,1290597,1548.85,1184.5,1358.68,174.8,111.44,79.59,204000
20100729_03,206000,235960,19919052,211505,1290597,1548.85,1184.5,1358.68,174.8,111.44,79.59,204000
20100730_01,201000,244121,19674931,206319,1293089,1544.23,1184.5,1372.22,174.89,111.39,79.74,206000
20100730_02,204250,244121,19674931,206319,1293089,1544.23,1184.5,1372.22,174.89,111.39,79.74,206000
20100730_03,207500,244121,19674931,206319,1293089,1544.23,1184.5,1372.22,174.89,111.39,79.74,206000
20100802_01,208000,649429,20324360,220495,1339006,1534.18,1174,1352.69,173.36,111.34,79.9,204500
20100802_02,215000,649429,20324360,220495,1339006,1534.18,1174,1352.69,173.36,111.34,79.9,204500
20100802_03,222000,649429,20324360,220495,1339006,1534.18,1174,1352.69,173.36,111.34,79.9,204500
20100803_01,219500,362040,20686400,221182,1357627,1545.93,1168.5,1359.2,172.49,111.3,80.05,222000
20100803_02,222500,362040,20686400,221182,1357627,1545.93,1168.5,1359.2,172.49,111.3,80.05,222000
20100803_03,225500,362040,20686400,221182,1357627,1545.93,1168.5,1359.2,172.49,111.3,80.05,222000
20100804_01,221500,320453,20365947,208607,1374530,1543.23,1170,1368.42,172.74,111.25,80.2,225500
20100804_02,224500,320453,20365947,208607,1374530,1543.23,1170,1368.42,172.74,111.25,80.2,225500
20100804_03,227500,320453,20365947,208607,1374530,1543.23,1170,1368.42,172.74,111.25,80.2,225500
20100805_01,219000,398315,20764262,201263,1394406,1531.28,1165,1349.94,172.02,111.21,80.34,225000
20100805_02,224000,398315,20764262,201263,1394406,1531.28,1165,1349.94,172.02,111.21,80.34,225000
20100805_03,229000,398315,20764262,201263,1394406,1531.28,1165,1349.94,172.02,111.21,80.34,225000
20100806_01,215500,454253,20310009,213951,1394818,1534,1163,1350.28,171.75,111.17,80.48,227000
20100806_02,220750,454253,20310009,213951,1394818,1534,1163,1350.28,171.75,111.17,80.48,227000
20100806_03,226000,454253,20310009,213951,1394818,1534,1163,1350.28,171.75,111.17,80.48,227000
20100809_01,217000,192592,20502601,203654,1416167,1542.97,1161,1356.94,171.61,111.13,80.61,219500
20100809_02,220500,192592,20502601,203654,1416167,1542.97,1161,1356.94,171.61,111.13,80.61,219500
20100809_03,224000,192592,20502601,203654,1416167,1542.97,1161,1356.94,171.61,111.13,80.61,219500
20100810_01,213500,400260,20102341,176929,1431270,1539.42,1168,1362.58,172.47,111.09,80.72,224000
20100810_02,219500,400260,20102341,176929,1431270,1539.42,1168,1362.58,172.47,111.09,80.72,224000
20100810_03,225500,400260,20102341,176929,1431270,1539.42,1168,1362.58,172.47,111.09,80.72,224000
20100811_01,211000,222267,19880074,168224,1440909,1544.87,1182,1387,174.49,111.06,80.83,214500
20100811_02,214000,222267,19880074,168224,1440909,1544.87,1182,1387,174.49,111.06,80.83,214500
20100811_03,217000,222267,19880074,168224,1440909,1544.87,1182,1387,174.49,111.06,80.83,214500
20100812_01,206000,444161,19435913,181882,1415800,1529.29,1189,1394.07,175.27,111.02,80.92,214500
20100812_02,209250,444161,19435913,181882,1415800,1529.29,1189,1394.07,175.27,111.02,80.92,214500
20100812_03,212500,444161,19435913,181882,1415800,1529.29,1189,1394.07,175.27,111.02,80.92,214500
20100813_01,206000,310139,19746052,172133,1416828,1525.89,1187,1381.04,174.8,110.99,80.99,206500
20100813_02,208500,310139,19746052,172133,1416828,1525.89,1187,1381.04,174.8,110.99,80.99,206500
20100813_03,211000,310139,19746052,172133,1416828,1525.89,1187,1381.04,174.8,110.99,80.99,206500
20100816_01,205000,245458,19991510,169628,1422242,1520.69,1188.5,1384.39,174.74,110.96,81.05,210000
20100816_02,209750,245458,19991510,169628,1422242,1520.69,1188.5,1384.39,174.74,110.96,81.05,210000
20100816_03,214500,245458,19991510,169628,1422242,1520.69,1188.5,1384.39,174.74,110.96,81.05,210000
20100817_01,206500,243728,19747782,156943,1422821,1515.11,1175.6,1378.19,173.04,110.93,81.08,212500
20100817_02,210000,243728,19747782,156943,1422821,1515.11,1175.6,1378.19,173.04,110.93,81.08,212500
20100817_03,213500,243728,19747782,156943,1422821,1515.11,1175.6,1378.19,173.04,110.93,81.08,212500
20100818_01,204000,446461,19301321,144467,1421367,1508.97,1172.2,1371.48,172.58,110.91,81.1,209000
20100818_02,207500,446461,19301321,144467,1421367,1508.97,1172.2,1371.48,172.58,110.91,81.1,209000
20100818_03,211000,446461,19301321,144467,1421367,1508.97,1172.2,1371.48,172.58,110.91,81.1,209000
20100819_01,207500,488530,19789851,130971,1451427,1503.25,1173.5,1369.95,172.84,110.88,81.09,207500
20100819_02,213500,488530,19789851,130971,1451427,1503.25,1173.5,1369.95,172.84,110.88,81.09,207500
20100819_03,219500,488530,19789851,130971,1451427,1503.25,1173.5,1369.95,172.84,110.88,81.09,207500
20100820_01,214500,323645,19466206,126056,1458570,1510.57,1183,1385.57,174.28,110.85,81.07,218500
20100820_02,218000,323645,19466206,126056,1458570,1510.57,1183,1385.57,174.28,110.85,81.07,218500
20100820_03,221500,323645,19466206,126056,1458570,1510.57,1183,1385.57,174.28,110.85,81.07,218500
20100823_01,208500,377682,19088524,104255,1466704,1502.32,1182,1384.89,173.86,110.82,81.02,218500
20100823_02,214750,377682,19088524,104255,1466704,1502.32,1182,1384.89,173.86,110.82,81.02,218500
20100823_03,221000,377682,19088524,104255,1466704,1502.32,1182,1384.89,173.86,110.82,81.02,218500
20100824_01,207500,296695,19385219,93067,1483289,1507.12,1193,1412.17,175.46,110.8,80.97,208500
20100824_02,211250,296695,19385219,93067,1483289,1507.12,1193,1412.17,175.46,110.8,80.97,208500
20100824_03,215000,296695,19385219,93067,1483289,1507.12,1193,1412.17,175.46,110.8,80.97,208500
20100825_01,205500,280294,19104925,92097,1470545,1514.27,1193,1409.83,175.51,110.77,80.89,212500
20100825_02,209000,280294,19104925,92097,1470545,1514.27,1193,1409.83,175.51,110.77,80.89,212500
20100825_03,212500,280294,19104925,92097,1470545,1514.27,1193,1409.83,175.51,110.77,80.89,212500
20100826_01,205500,198161,19303086,92298,1474778,1512.41,1192,1408.48,175.3,110.74,80.81,205500
20100826_02,208500,198161,19303086,92298,1474778,1512.41,1192,1408.48,175.3,110.74,80.81,205500
20100826_03,211500,198161,19303086,92298,1474778,1512.41,1192,1408.48,175.3,110.74,80.81,205500
20100827_01,205500,225705,19077381,80329,1480742,1520.75,1196.5,1411.8,176.01,110.72,80.72,209500
20100827_02,207500,225705,19077381,80329,1480742,1520.75,1196.5,1411.8,176.01,110.72,80.72,209500
20100827_03,209500,225705,19077381,80329,1480742,1520.75,1196.5,1411.8,176.01,110.72,80.72,209500
20100830_01,209500,186288,19263669,74006,1489988,1517.77,1192,1404.67,175.25,110.69,80.62,208500
20100830_02,211500,186288,19263669,74006,1489988,1517.77,1192,1404.67,175.25,110.69,80.62,208500
20100830_03,213500,186288,19263669,74006,1489988,1517.77,1192,1404.67,175.25,110.69,80.62,208500
20100831_01,212000,282636,19546305,73727,1503783,1519.07,1198.1,1420.73,175.96,110.67,80.51,213500
20100831_02,214500,282636,19546305,73727,1503783,1519.07,1198.1,1420.73,175.96,110.67,80.51,213500
20100831_03,217000,282636,19546305,73727,1503783,1519.07,1198.1,1420.73,175.96,110.67,80.51,213500
20100901_01,218000,412835,19959140,81148,1521076,1510.83,1184.5,1407.61,173.89,110.64,80.41,217000
20100901_02,222000,412835,19959140,81148,1521076,1510.83,1184.5,1407.61,173.89,110.64,80.41,217000
20100901_03,226000,412835,19959140,81148,1521076,1510.83,1184.5,1407.61,173.89,110.64,80.41,217000
20100902_01,222000,306848,19652292,74352,1526412,1513.11,1180,1402.76,173.33,110.62,80.3,225500
20100902_02,225500,306848,19652292,74352,1526412,1513.11,1180,1402.76,173.33,110.62,80.3,225500
20100902_03,229000,306848,19652292,74352,1526412,1513.11,1180,1402.76,173.33,110.62,80.3,225500
20100903_01,221500,288130,19940422,69293,1549575,1510.09,1177,1395.05,173.01,110.6,80.19,224000
20100903_02,225250,288130,19940422,69293,1549575,1510.09,1177,1395.05,173.01,110.6,80.19,224000
20100903_03,229000,288130,19940422,69293,1549575,1510.09,1177,1395.05,173.01,110.6,80.19,224000
20100906_01,228000,302214,20242636,68922,1566699,1510.85,1171.2,1393.12,172.54,110.58,80.09,229000
20100906_02,231250,302214,20242636,68922,1566699,1510.85,1171.2,1393.12,172.54,110.58,80.09,229000
20100906_03,234500,302214,20242636,68922,1566699,1510.85,1171.2,1393.12,172.54,110.58,80.09,229000
20100907_01,230500,210052,20452688,62603,1584197,1504.83,1178.5,1404.15,173.58,110.56,79.99,233500
20100907_02,233000,210052,20452688,62603,1584197,1504.83,1178.5,1404.15,173.58,110.56,79.99,233500
20100907_03,235500,210052,20452688,62603,1584197,1504.83,1178.5,1404.15,173.58,110.56,79.99,233500
20100908_01,230500,267284,20719972,89367,1575945,1485.51,1172,1397.23,172.47,110.55,79.89,234000
20100908_02,233250,267284,20719972,89367,1575945,1485.51,1172,1397.23,172.47,110.55,79.89,234000
20100908_03,236000,267284,20719972,89367,1575945,1485.51,1172,1397.23,172.47,110.55,79.89,234000
20100909_01,231000,265644,20454328,110086,1561108,1481.87,1166,1392.57,171.86,110.53,79.81,236000
20100909_02,233250,265644,20454328,110086,1561108,1481.87,1166,1392.57,171.86,110.53,79.81,236000
20100909_03,235500,265644,20454328,110086,1561108,1481.87,1166,1392.57,171.86,110.53,79.81,236000
20100910_01,232000,211538,20242790,105195,1571560,1484.21,1165,1389.88,172.16,110.52,79.74,235000
20100910_02,235750,211538,20242790,105195,1571560,1484.21,1165,1389.88,172.16,110.52,79.74,235000
20100910_03,239500,211538,20242790,105195,1571560,1484.21,1165,1389.88,172.16,110.52,79.74,235000
20100913_01,234000,295257,20538047,95479,1592349,1485.32,1159.5,1379.37,171.54,110.51,79.68,232500
20100913_02,239000,295257,20538047,95479,1592349,1485.32,1159.5,1379.37,171.54,110.51,79.68,232500
20100913_03,244000,295257,20538047,95479,1592349,1485.32,1159.5,1379.37,171.54,110.51,79.68,232500
20100914_01,240500,280300,20818347,77224,1606868,1495.54,1160.5,1393.16,172.03,110.51,79.63,243500
20100914_02,243750,280300,20818347,77224,1606868,1495.54,1160.5,1393.16,172.03,110.51,79.63,243500
20100914_03,247000,280300,20818347,77224,1606868,1495.54,1160.5,1393.16,172.03,110.51,79.63,243500
20100915_01,238500,283455,20534892,66538,1618060,1508.29,1163,1360.39,172.71,110.5,79.61,244000
20100915_02,242500,283455,20534892,66538,1618060,1508.29,1163,1360.39,172.71,110.5,79.61,244000
20100915_03,246500,283455,20534892,66538,1618060,1508.29,1163,1360.39,172.71,110.5,79.61,244000
20100916_01,239500,217947,20316945,56168,1636454,1518.65,1163,1358.8,172.86,110.5,79.6,243500
20100916_02,242000,217947,20316945,56168,1636454,1518.65,1163,1358.8,172.86,110.5,79.6,243500
20100916_03,244500,217947,20316945,56168,1636454,1518.65,1163,1358.8,172.86,110.5,79.6,243500
20100917_01,237500,321536,20638481,29899,1670815,1524.74,1159.5,1350.3,172.42,110.53,79.62,241500
20100917_02,242500,321536,20638481,29899,1670815,1524.74,1159.5,1350.3,172.42,110.53,79.62,241500
20100917_03,247500,321536,20638481,29899,1670815,1524.74,1159.5,1350.3,172.42,110.53,79.62,241500
20100920_01,242000,198163,20440318,18254,1673807,1520.33,1161,1355.04,173.06,110.59,79.66,247500
20100920_02,244750,198163,20440318,18254,1673807,1520.33,1161,1355.04,173.06,110.59,79.66,247500
20100920_03,247500,198163,20440318,18254,1673807,1520.33,1161,1355.04,173.06,110.59,79.66,247500
20100924_01,241500,420057,20860375,-137,1702819,1544.72,1154.5,1365.3,172.49,110.69,79.72,244500
20100924_02,249250,420057,20860375,-137,1702819,1544.72,1154.5,1365.3,172.49,110.69,79.72,244500
20100924_03,257000,420057,20860375,-137,1702819,1544.72,1154.5,1365.3,172.49,110.69,79.72,244500
20100927_01,252000,243389,20616986,-8486,1706600,1542.91,1148,1363.1,171.65,110.82,79.8,257000
20100927_02,254750,243389,20616986,-8486,1706600,1542.91,1148,1363.1,171.65,110.82,79.8,257000
20100927_03,257500,243389,20616986,-8486,1706600,1542.91,1148,1363.1,171.65,110.82,79.8,257000
20100928_01,251000,239747,20856733,-22302,1722919,1540.96,1148,1362.61,171.21,110.98,79.9,255000
20100928_02,255500,239747,20856733,-22302,1722919,1540.96,1148,1362.61,171.21,110.98,79.9,255000
20100928_03,260000,239747,20856733,-22302,1722919,1540.96,1148,1362.61,171.21,110.98,79.9,255000
20100929_01,248500,297790,20558943,-27392,1719965,1551.98,1142,1366.36,170.79,111.16,80,255500
20100929_02,253000,297790,20558943,-27392,1719965,1551.98,1142,1366.36,170.79,111.16,80,255500
20100929_03,257500,297790,20558943,-27392,1719965,1551.98,1142,1366.36,170.79,111.16,80,255500
20100930_01,250500,235247,20794190,-39322,1736506,1548.71,1136.5,1365.49,169.84,111.36,80.12,253500
20100930_02,253750,235247,20794190,-39322,1736506,1548.71,1136.5,1365.49,169.84,111.36,80.12,253500
20100930_03,257000,235247,20794190,-39322,1736506,1548.71,1136.5,1365.49,169.84,111.36,80.12,253500
20101001_01,254000,298910,21093100,-57368,1759983,1544.53,1126,1352.07,168.27,111.57,80.25,257000
20101001_02,257000,298910,21093100,-57368,1759983,1544.53,1126,1352.07,168.27,111.57,80.25,257000
20101001_03,260000,298910,21093100,-57368,1759983,1544.53,1126,1352.07,168.27,111.57,80.25,257000
20101004_01,257000,290507,21383607,-76313,1792624,1541.49,1126,1353.2,168.31,111.79,80.39,260000
20101004_02,261000,290507,21383607,-76313,1792624,1541.49,1126,1353.2,168.31,111.79,80.39,260000
20101004_03,265000,290507,21383607,-76313,1792624,1541.49,1126,1353.2,168.31,111.79,80.39,260000
20101005_01,256000,244371,21627978,-85012,1812127,1554.16,1128,1353.33,168.58,112.01,80.52,260500
20101005_02,260250,244371,21627978,-85012,1812127,1554.16,1128,1353.33,168.58,112.01,80.52,260500
20101005_03,264500,244371,21627978,-85012,1812127,1554.16,1128,1353.33,168.58,112.01,80.52,260500
20101006_01,252500,401035,21226943,-116401,1828731,1550.88,1118.8,1346.82,167.19,112.23,80.66,261000
20101006_02,258750,401035,21226943,-116401,1828731,1550.88,1118.8,1346.82,167.19,112.23,80.66,261000
20101006_03,265000,401035,21226943,-116401,1828731,1550.88,1118.8,1346.82,167.19,112.23,80.66,261000
20101007_01,252500,295648,20931295,-135542,1836653,1561.71,1117.5,1354.22,167,112.45,80.8,258500
20101007_02,255500,295648,20931295,-135542,1836653,1561.71,1117.5,1354.22,167,112.45,80.8,258500
20101007_03,258500,295648,20931295,-135542,1836653,1561.71,1117.5,1354.22,167,112.45,80.8,258500
20101008_01,253000,237084,21168379,-137792,1852650,1562.23,1123.5,1364.13,168.37,112.67,80.93,254000
20101008_02,255750,237084,21168379,-137792,1852650,1562.23,1123.5,1364.13,168.37,112.67,80.93,254000
20101008_03,258500,237084,21168379,-137792,1852650,1562.23,1123.5,1364.13,168.37,112.67,80.93,254000
20101011_01,259000,240705,21409084,-142466,1878188,1561.7,1119.5,1363.91,167.92,112.87,81.05,257000
20101011_02,264000,240705,21409084,-142466,1878188,1561.7,1119.5,1363.91,167.92,112.87,81.05,257000
20101011_03,269000,240705,21409084,-142466,1878188,1561.7,1119.5,1363.91,167.92,112.87,81.05,257000
20101012_01,253000,363643,21045441,-130759,1849611,1562.65,1134,1382.93,169.9,113.06,81.17,266000
20101012_02,260500,363643,21045441,-130759,1849611,1562.65,1134,1382.93,169.9,113.06,81.17,266000
20101012_03,268000,363643,21045441,-130759,1849611,1562.65,1134,1382.93,169.9,113.06,81.17,266000
